pos,pos_group,token_str,term_str
JJ,JJ,excessive,excessive
NNS,NN,data,data
NN,NN,collection,collection
NN,NN,Repeat,repeat
TO,TO,to,to
VB,VB,read,read
DT,DT,the,the
NN,NN,sensor,sensor
NN,NN,value,value
IN,IN,After,after
DT,DT,the,the
NN,NN,delay,delay
DT,DT,the,the
NN,NN,flowchart,flowchart
VBZ,VB,loops,loops
RB,RB,back,back
TO,TO,to,to
DT,DT,the,the
NN,NN,step,step
IN,IN,of,of
VBG,VB,reading,reading
DT,DT,the,the
NN,NN,sensor,sensor
NN,NN,value,value
DT,DT,This,this
VBZ,VB,enables,enables
JJ,JJ,continuous,continuous
NN,NN,monitoring,monitoring
CC,CC,and,and
NNS,NN,data,data
NN,NN,collection,collection
IN,IN,in,in
DT,DT,a,a
JJ,JJ,cyclic,cyclic
NN,NN,manner,manner
NN,NN,End,end
DT,DT,This,this
VBZ,VB,is,is
DT,DT,the,the
NN,NN,endpoint,endpoint
IN,IN,of,of
DT,DT,the,the
NN,NN,software,software
NN,NN,implementation,implementation
PRP,PR,It,it
VBZ,VB,indicates,indicates
DT,DT,the,the
NN,NN,completion,completion
IN,IN,of,of
DT,DT,the,the
NN,NN,monitoring,monitoring
NN,NN,process,process
IN,IN,In,in
DT,DT,this,this
NN,NN,article,article
DT,DT,the,the
NN,NN,poultry,poultry
NN,NN,environment,environment
NN,NN,monitoring,monitoring
NN,NN,system,system
VBG,VB,using,using
NNP,NN,LoRa,lora
NN,NN,communication,communication
VBZ,VB,is,is
VBN,VB,presented,presented
DT,DT,The,the
NN,NN,system,system
VBZ,VB,has,has
CD,CD,two,two
NNS,NN,types,types
IN,IN,of,of
NNS,NN,nodes,nodes
NN,NN,aggression,aggression
NNS,NN,nodes,nodes
CC,CC,and,and
NN,NN,sensor,sensor
NNS,NN,nodes,nodes
DT,DT,The,the
NN,NN,aggression,aggression
NN,NN,node,node
VBZ,VB,is,is
VBN,VB,compromised,compromised
IN,IN,of,of
DT,DT,the,the
NNP,NN,LoRa,lora
NNS,NN,gateways,gateways
CC,CC,and,and
VBZ,VB,works,works
IN,IN,as,as
DT,DT,a,a
NN,NN,fog,fog
VBG,VB,computing,computing
NN,NN,device,device
IN,IN,that,that
VBZ,VB,sends,sends
NNS,NN,data,data
TO,TO,to,to
DT,DT,the,the
NN,NN,web,web
NN,NN,server,server
PRP,PR,It,it
VBZ,VB,consists,consists
IN,IN,of,of
DT,DT,a,a
NNP,NN,Raspberry,raspberry
NNP,NN,Pi,pi
NNP,NN,Global,global
NNP,NN,System,system
IN,IN,for,for
NNP,NN,Mobile,mobile
NNP,NN,Communication,communication
NNP,NN,GSM,gsm
NN,NN,module,module
CC,CC,and,and
NNP,NN,LoRa,lora
NN,NN,transceiver,transceiver
NNP,NN,Sensor,sensor
NNS,NN,nodes,nodes
VBP,VB,are,are
VBN,VB,designed,designed
TO,TO,to,to
VB,VB,acquire,acquire
JJ,JJ,real-time,realtime
NNS,NN,data,data
PRP,PR,they,they
VBP,VB,consist,consist
IN,IN,of,of
NNP,NN,Arduino,arduino
IN,IN,with,with
NNP,NN,LoRa,lora
NNP,NN,Transceiver,transceiver
CC,CC,and,and
NNS,NN,sensors,sensors
DT,DT,The,the
JJ,JJ,overall,overall
NN,NN,concept,concept
IN,IN,of,of
DT,DT,the,the
JJ,JJ,proposed,proposed
NN,NN,system,system
VBZ,VB,is,is
VBN,VB,depicted,depicted
IN,IN,in,in
RB,RB,Here,here
PRP,PR,we,we
VBP,VB,have,have
VBN,VB,shown,shown
CD,CD,three,three
NN,NN,poultry,poultry
NNS,NN,farmhouses,farmhouses
CC,CC,and,and
DT,DT,each,each
IN,IN,of,of
PRP,PR,them,them
NNS,NN,consists,consists
IN,IN,of,of
CD,CD,three,three
NN,NN,control,control
NNS,NN,sheds,sheds
PRP$,PR,Our,our
NN,NN,system,system
VBZ,VB,collects,collects
NNS,NN,data,data
IN,IN,from,from
DT,DT,each,each
VBN,VB,shed,shed
CC,CC,and,and
VBZ,VB,sends,sends
PRP,PR,it,it
TO,TO,to,to
DT,DT,the,the
NNP,NN,LoRa,lora
NNS,NN,gateways,gateways
NNS,NN,Gateways,gateways
RB,RB,subsequently,subsequently
VBP,VB,send,send
NNS,NN,data,data
VBG,VB,using,using
NNP,NN,GSM,gsm
NN,NN,technology,technology
TO,TO,to,to
DT,DT,the,the
NN,NN,cloud,cloud
NNP,NN,AWS,aws
NNP,NN,Amazon,amazon
NNP,NN,Web,web
NNPS,NN,Services,services
IN,IN,in,in
PRP$,PR,our,our
NN,NN,case,case
IN,IN,for,for
VBG,VB,storing,storing
CC,CC,and,and
NN,NN,analysis,analysis
NNS,NN,purposes,purposes
DT,DT,This,this
VBN,VB,stored,stored
NN,NN,data,data
RB,RB,not,not
RB,RB,only,only
VB,VB,be,be
VBN,VB,viewed,viewed
CC,CC,but,but
RB,RB,also,also
VBD,VB,monitored,monitored
RB,RB,easily,easily
IN,IN,With,with
DT,DT,the,the
NN,NN,help,help
IN,IN,of,of
DT,DT,this,this
NN,NN,scheme,scheme
JJ,JJ,different,different
NN,NN,poultry,poultry
NNS,NN,farmhouses,farmhouses
MD,MD,can,can
VB,VB,be,be
VBN,VB,connected,connected
CC,CC,and,and
VBN,VB,monitored,monitored
PRP,PR,We,we
MD,MD,can,can
NN,NN,access,access
VB,VB,multiple,multiple
NNS,NN,sites,sites
IN,IN,by,by
VBG,VB,using,using
DT,DT,a,a
JJ,JJ,single,single
NN,NN,dashboard,dashboard
DT,DT,The,the
NN,NN,system,system
VBZ,VB,is,is
RB,RB,very,very
JJ,JJ,flexible,flexible
RB,RB,so,so
JJ,JJ,poultry,poultry
NNS,NN,farmhouses,farmhouses
MD,MD,can,can
VB,VB,be,be
VBN,VB,connected,connected
RB,RB,easily,easily
RB,RB,just,just
TO,TO,to,to
NN,NN,plug,plug
CC,CC,and,and
NN,NN,play,play
IN,IN,from,from
DT,DT,any,any
NN,NN,site,site
NNP,NN,Different,different
NN,NN,sensor,sensor
NNS,NN,nodes,nodes
MD,MD,can,can
VB,VB,be,be
VBN,VB,connected,connected
IN,IN,with,with
DT,DT,a,a
JJ,JJ,single,single
NN,NN,aggression,aggression
NN,NN,node,node
CC,CC,or,or
NN,NN,gateway,gateway
IN,IN,Since,since
EX,EX,there,there
VBZ,VB,is,is
DT,DT,a,a
JJ,JJ,single,single
NN,NN,gateway,gateway
IN,IN,in,in
DT,DT,each,each
NN,NN,farmhouse,farmhouse
DT,DT,a,a
JJ,JJ,single,single
NNP,NN,Subscriber,subscriber
NNP,NN,Identity,identity
NNP,NN,Module,module
NNP,NN,SIM,sim
IN,IN,for,for
CD,CD,2G,2g
NN,NN,connectivity,connectivity
VBZ,VB,is,is
VBN,VB,needed,needed
DT,DT,This,this
VBZ,VB,saves,saves
NN,NN,network,network
NNS,NN,costs,costs
CC,CC,and,and
JJR,JJ,fewer,fewer
NN,NN,installation,installation
NNS,NN,efforts,efforts
VBP,VB,are,are
VBN,VB,needed,needed
DT,DT,This,this
VBD,VB,was,was
DT,DT,an,an
NN,NN,issue,issue
IN,IN,in,in
PRP$,PR,our,our
JJ,JJ,previous,previous
NN,NN,work,work
WDT,WD,that,that
VBD,VB,resulted,resulted
IN,IN,in,in
JJ,JJ,high,high
NNS,NN,expenses,expenses
JJ,JJ,due,due
TO,TO,to,to
VB,VB,multiple,multiple
NNP,NN,GSM,gsm
CC,CC,and,and
NNP,NN,SIMs,sims
IN,IN,as,as
VBN,VB,mentioned,mentioned
IN,IN,in,in
DT,DT,The,the
JJ,JJ,experimental,experimental
NN,NN,setup,setup
VBN,VB,involved,involved
DT,DT,the,the
JJ,JJ,strategic,strategic
NN,NN,placement,placement
IN,IN,of,of
NNS,NN,sensors,sensors
TO,TO,to,to
VB,VB,ensure,ensure
JJ,JJ,comprehensive,comprehensive
NN,NN,coverage,coverage
IN,IN,of,of
DT,DT,the,the
JJ,JJ,entire,entire
NN,NN,control,control
VBD,VB,shed,shed
NN,NN,area,area
DT,DT,The,the
NN,NN,sensor,sensor
NN,NN,placement,placement
VBD,VB,was,was
RB,RB,carefully,carefully
VBN,VB,designed,designed
TO,TO,to,to
VB,VB,capture,capture
NN,NN,temperature,temperature
NNS,NN,variations,variations
IN,IN,in,in
JJ,JJ,different,different
NNS,NN,areas,areas
IN,IN,of,of
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
RB,RB,Specifically,specifically
CD,CD,one,one
NN,NN,sensor,sensor
VBD,VB,was,was
VBN,VB,positioned,positioned
IN,IN,on,on
DT,DT,the,the
JJ,JJ,low-temperature,lowtemperature
NN,NN,side,side
CC,CC,or,or
VBG,VB,cooling,cooling
JJ,JJ,pad,pad
NN,NN,side,side
DT,DT,another,another
NN,NN,sensor,sensor
IN,IN,on,on
DT,DT,the,the
NN,NN,air,air
JJ,JJ,exhaust,exhaust
NN,NN,side,side
CC,CC,or,or
NN,NN,fan,fan
NN,NN,side,side
CC,CC,and,and
DT,DT,a,a
JJ,JJ,third,third
NN,NN,sensor,sensor
IN,IN,at,at
DT,DT,the,the
NN,NN,center,center
IN,IN,of,of
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
RB,RB,Moreover,moreover
NNS,NN,devices,devices
MD,MD,should,should
VB,VB,be,be
VBN,VB,placed,placed
RB,RB,close,close
TO,TO,to,to
DT,DT,the,the
NN,NN,ground,ground
CD,CD,two,two
TO,TO,to,to
CD,CD,three,three
NNS,NN,feet,feet
IN,IN,above,above
DT,DT,the,the
NN,NN,ground,ground
RB,RB,So,so
JJ,JJ,chick,chick
MD,MD,can,can
RB,RB,not,not
RB,RB,easily,easily
VB,VB,reach,reach
RB,RB,there,there
CC,CC,and,and
JJR,JJ,more,more
JJ,JJ,accurate,accurate
NNS,NN,data,data
MD,MD,can,can
VB,VB,be,be
VBN,VB,collected,collected
JJ,JJ,Actual,actual
NN,NN,device,device
NN,NN,placement,placement
IN,IN,as,as
VBN,VB,shown,shown
IN,IN,in,in
RB,RB,Furthermore,furthermore
DT,DT,each,each
NN,NN,location,location
IN,IN,within,within
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
NNS,NN,experiences,experiences
JJ,JJ,distinct,distinct
NN,NN,temperature,temperature
NNS,NN,patterns,patterns
CC,CC,and,and
PRP,PR,it,it
VBZ,VB,is,is
JJ,JJ,crucial,crucial
TO,TO,to,to
VB,VB,monitor,monitor
CC,CC,and,and
VB,VB,maintain,maintain
DT,DT,a,a
JJ,JJ,consistent,consistent
NN,NN,environment,environment
IN,IN,throughout,throughout
DT,DT,the,the
NN,NN,shed,shed
IN,IN,In,in
NN,NN,addition,addition
TO,TO,to,to
DT,DT,the,the
JJ,JJ,physical,physical
NN,NN,sensor,sensor
NN,NN,placement,placement
DT,DT,the,the
NN,NN,study,study
RB,RB,also,also
VBD,VB,incorporated,incorporated
DT,DT,an,an
JJ,JJ,IoT-based,iotbased
NN,NN,infrastructure,infrastructure
TO,TO,to,to
VB,VB,collect,collect
CC,CC,and,and
VB,VB,transmit,transmit
DT,DT,the,the
VBN,VB,acquired,acquired
NNS,NN,data,data
DT,DT,The,the
NN,NN,sensor,sensor
NNS,NN,nodes/devices,nodesdevices
VBD,VB,utilized,utilized
DT,DT,the,the
NNP,NN,LoRa,lora
NN,NN,communication,communication
NN,NN,protocol,protocol
TO,TO,to,to
VB,VB,send,send
DT,DT,the,the
VBN,VB,collected,collected
NNS,NN,data,data
TO,TO,to,to
DT,DT,a,a
JJ,JJ,central,central
NN,NN,gateway,gateway
DT,DT,This,this
NN,NN,gateway,gateway
VBD,VB,served,served
IN,IN,as,as
DT,DT,a,a
NN,NN,data,data
NN,NN,aggregation,aggregation
NN,NN,point,point
IN,IN,for,for
JJ,JJ,further,further
NN,NN,processing,processing
CC,CC,and,and
NN,NN,analysis,analysis
DT,DT,The,the
JJ,JJ,strategic,strategic
NN,NN,arrangement,arrangement
IN,IN,of,of
NNS,NN,sensors,sensors
IN,IN,within,within
DT,DT,a,a
JJ,JJ,controlled,controlled
NN,NN,environment,environment
VBZ,VB,is,is
VBN,VB,known,known
IN,IN,as,as
DT,DT,the,the
NN,NN,control,control
NN,NN,shed.,shed
DT,DT,The,the
NNS,NN,sensors,sensors
VBG,VB,being,being
VBN,VB,discussed,discussed
VBP,VB,are,are
RB,RB,specifically,specifically
VBN,VB,intended,intended
TO,TO,to,to
VB,VB,measure,measure
NNS,NN,parameters,parameters
IN,IN,like,like
NN,NN,temperature,temperature
NN,NN,humidity,humidity
CC,CC,and,and
NN,NN,gas,gas
NNS,NN,concentrations,concentrations
NNP,NN,CO,co
NNP,NN,CO2,co2
CC,CC,and,and
NNP,NN,NH3,nh3
DT,DT,This,this
JJ,JJ,spatial,spatial
NN,NN,arrangement,arrangement
VBZ,VB,is,is
VBN,VB,depicted,depicted
IN,IN,in,in
DT,DT,a,a
NN,NN,diagram,diagram
VBN,VB,referred,referred
TO,TO,to,to
IN,IN,as,as
DT,DT,The,the
JJ,JJ,primary,primary
NN,NN,purpose,purpose
IN,IN,of,of
DT,DT,this,this
JJ,JJ,visual,visual
NN,NN,representation,representation
VBZ,VB,is,is
TO,TO,to,to
VB,VB,illustrate,illustrate
WRB,WR,how,how
DT,DT,these,these
NNS,NN,sensors,sensors
VBP,VB,are,are
VBN,VB,positioned,positioned
IN,IN,within,within
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
DT,DT,The,the
JJ,JJ,careful,careful
NN,NN,positioning,positioning
IN,IN,of,of
DT,DT,these,these
NN,NN,sensor,sensor
NNS,NN,nodes/devices,nodesdevices
VBZ,VB,has,has
VBN,VB,been,been
VBN,VB,done,done
RB,RB,deliberately,deliberately
IN,IN,at,at
CD,CD,three,three
JJ,JJ,distinct,distinct
NNS,NN,locations,locations
IN,IN,within,within
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
DT,DT,This,this
JJ,JJ,strategic,strategic
NN,NN,placement,placement
VBZ,VB,has,has
VBN,VB,been,been
VBN,VB,designed,designed
TO,TO,to,to
VB,VB,ensure,ensure
JJ,JJ,comprehensive,comprehensive
NN,NN,coverage,coverage
IN,IN,of,of
DT,DT,the,the
JJ,JJ,entire,entire
JJ,JJ,spatial,spatial
NN,NN,area,area
VBG,VB,allowing,allowing
IN,IN,for,for
JJ,JJ,effective,effective
CC,CC,and,and
JJ,JJ,accurate,accurate
NN,NN,monitoring,monitoring
IN,IN,of,of
NN,NN,temperature,temperature
NNS,NN,fluctuations,fluctuations
IN,IN,across,across
DT,DT,the,the
NN,NN,entirety,entirety
IN,IN,of,of
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
IN,IN,In,in
NN,NN,essence,essence
VBZ,VB,offers,offers
DT,DT,a,a
JJ,JJ,detailed,detailed
NN,NN,illustration,illustration
IN,IN,of,of
WRB,WR,how,how
NNS,NN,sensors,sensors
VBG,VB,measuring,measuring
NN,NN,temperature,temperature
NN,NN,humidity,humidity
CC,CC,and,and
NN,NN,gas,gas
NNS,NN,concentrations,concentrations
NNP,NN,CO,co
NNP,NN,CO2,co2
CC,CC,and,and
NNP,NN,NH3,nh3
VBP,VB,are,are
RB,RB,strategically,strategically
VBN,VB,situated,situated
IN,IN,at,at
JJ,JJ,different,different
NNS,NN,points,points
IN,IN,within,within
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
DT,DT,This,this
NN,NN,arrangement,arrangement
VBZ,VB,has,has
VBN,VB,been,been
RB,RB,methodically,methodically
VBN,VB,devised,devised
TO,TO,to,to
VB,VB,provide,provide
JJ,JJ,optimal,optimal
NN,NN,coverage,coverage
VBG,VB,enabling,enabling
DT,DT,the,the
NN,NN,monitoring,monitoring
IN,IN,of,of
NN,NN,temperature,temperature
NNS,NN,variations,variations
IN,IN,across,across
DT,DT,the,the
JJ,JJ,entire,entire
NN,NN,space,space
IN,IN,of,of
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
DT,DT,This,this
JJ,JJ,visual,visual
NN,NN,representation,representation
NNS,NN,aids,aids
IN,IN,in,in
VBG,VB,comprehending,comprehending
DT,DT,the,the
JJ,JJ,practical,practical
NN,NN,implementation,implementation
CC,CC,and,and
NN,NN,positioning,positioning
IN,IN,of,of
DT,DT,these,these
NNS,NN,sensors,sensors
IN,IN,for,for
JJ,JJ,effective,effective
NNS,NN,data,data
NN,NN,collection,collection
CC,CC,and,and
NN,NN,analysis,analysis
NNP,NN,Control,control
NNS,NN,sheds,sheds
VBP,VB,are,are
RB,RB,normally,normally
JJ,JJ,tunnel-shaped,tunnelshaped
CC,CC,and,and
VBP,VB,have,have
DT,DT,an,an
JJ,JJ,average,average
NN,NN,size,size
IN,IN,of,of
IN,IN,about,about
CD,CD,50,50
CD,CD,400,400
NNS,NN,feet,feet
VBG,VB,Keeping,keeping
DT,DT,these,these
NNS,NN,dimensions,dimensions
IN,IN,in,in
NN,NN,mind,mind
CD,CD,three,three
NNS,NN,devices,devices
VBP,VB,are,are
VBN,VB,placed,placed
IN,IN,in,in
DT,DT,each,each
NN,NN,control,control
VBN,VB,shed,shed
IN,IN,If,if
DT,DT,any,any
NN,NN,poultry,poultry
NN,NN,farmhouse,farmhouse
VBZ,VB,has,has
CD,CD,three,three
NN,NN,control,control
VBZ,VB,sheds,sheds
IN,IN,in,in
PRP,PR,it,it
IN,IN,at,at
JJS,JJ,least,least
CD,CD,nine,nine
NNS,NN,devices,devices
VBP,VB,are,are
VBN,VB,needed,needed
IN,IN,for,for
JJ,JJ,proper,proper
NNS,NN,data,data
NN,NN,acquisition,acquisition
DT,DT,These,these
NNS,NN,devices,devices
VBP,VB,are,are
JJ,JJ,Arduino-based,arduinobased
IN,IN,with,with
NNP,NN,LoRaWAN,lorawan
NN,NN,communication,communication
DT,DT,The,the
NNS,NN,devices,devices
VBD,VB,were,were
VBN,VB,placed,placed
IN,IN,in,in
DT,DT,the,the
NN,NN,control,control
VBD,VB,shed,shed
IN,IN,of,of
DT,DT,the,the
NN,NN,poultry,poultry
NN,NN,farmhouse,farmhouse
IN,IN,for,for
JJ,JJ,real-time,realtime
NNS,NN,data,data
NN,NN,extraction,extraction
CC,CC,and,and
NN,NN,collection,collection
DT,DT,The,the
JJ,JJ,detailed,detailed
NN,NN,block,block
NN,NN,diagram,diagram
IN,IN,of,of
DT,DT,a,a
NN,NN,sensor,sensor
NN,NN,node,node
VBZ,VB,is,is
VBN,VB,shown,shown
IN,IN,in,in
RB,RB,Initially,initially
PRP,PR,we,we
VBD,VB,tested,tested
JJ,JJ,different,different
NNS,NN,types,types
IN,IN,of,of
NNS,NN,sensors,sensors
IN,IN,In,in
DT,DT,the,the
NN,NN,end,end
PRP,PR,we,we
VBD,VB,got,got
DT,DT,some,some
RB,RB,very,very
JJ,JJ,good,good
NN,NN,quality,quality
NNS,NN,sensors,sensors
CC,CC,and,and
PRP,PR,we,we
VBD,VB,used,used
DT,DT,these,these
IN,IN,in,in
PRP$,PR,our,our
JJ,JJ,final,final
NN,NN,sensor,sensor
JJ,JJ,node,node
NN,NN,product,product
DT,DT,The,the
NN,NN,sensor,sensor
NN,NN,node,node
CC,CC,or,or
NN,NN,device,device
NNS,NN,consists,consists
IN,IN,of,of
NNP,NN,Arduino,arduino
NNP,NN,Mega,mega
CD,CD,2560,2560
NNP,NN,LCD,lcd
NNP,NN,Liquid,liquid
NNP,NN,Crystal,crystal
NNP,NN,Display,display
CD,CD,16,16
CD,CD,2,2
NN,NN,module,module
IN,IN,for,for
NNS,NN,data,data
NN,NN,display,display
NNP,NN,LoRa,lora
NNP,NN,Transceiver,transceiver
NN,NN,module,module
IN,IN,for,for
NNS,NN,data,data
NN,NN,transmission,transmission
CC,CC,and,and
JJ,JJ,different,different
NN,NN,air,air
NN,NN,quality,quality
NNS,NN,sensors,sensors
DT,DT,The,the
NN,NN,list,list
IN,IN,of,of
NN,NN,sensor,sensor
NN,NN,name,name
CC,CC,and,and
PRP$,PR,their,their
JJ,JJ,respective,respective
NN,NN,model,model
NNS,NN,numbers,numbers
VBZ,VB,is,is
VBN,VB,given,given
IN,IN,in,in
NN,NN,SHT20,sht20
DT,DT,The,the
NNP,NN,SHT20,sht20
NN,NN,sensor,sensor
NNS,NN,functions,functions
IN,IN,as,as
DT,DT,a,a
NN,NN,slave,slave
IN,IN,in,in
NNP,NN,Inter-Integrated,interintegrated
NNP,NN,Circuit,circuit
NNP,NN,I2C,i2c
NN,NN,communication,communication
IN,IN,Upon,upon
NN,NN,request,request
IN,IN,by,by
DT,DT,the,the
NN,NN,microcontroller,microcontroller
DT,DT,the,the
NN,NN,sensor,sensor
VBZ,VB,starts,starts
DT,DT,a,a
NN,NN,process,process
IN,IN,of,of
VBG,VB,measuring,measuring
NN,NN,temperature,temperature
CC,CC,and,and
NN,NN,humidity,humidity
IN,IN,After,after
VBG,VB,completing,completing
DT,DT,the,the
NN,NN,measurement,measurement
DT,DT,the,the
NN,NN,sensor,sensor
VBZ,VB,sends,sends
DT,DT,the,the
NN,NN,data,data
TO,TO,to,to
DT,DT,the,the
NN,NN,microcontroller,microcontroller
CC,CC,and,and
NNS,NN,enters,enters
DT,DT,an,an
JJ,JJ,idle,idle
NN,NN,mode,mode
TO,TO,to,to
VB,VB,minimize,minimize
NN,NN,energy,energy
NN,NN,consumption,consumption
DT,DT,The,the
NN,NN,time,time
VBN,VB,required,required
TO,TO,to,to
VB,VB,measure,measure
NN,NN,temperature,temperature
CC,CC,and,and
NN,NN,humidity,humidity
VBZ,VB,ranges,ranges
IN,IN,from,from
CD,CD,5,5
TO,TO,to,to
CD,CD,30,30
NNS,NN,s,s
NNP,NN,Grove,grove
NNP,NN,\rm,rm
NNP,NN,O_2,o2
NNP,NN,O2,o2
NN,NN,sensor,sensor
DT,DT,A,a
NNP,NN,Grove,grove
NN,NN,oxygen,oxygen
NN,NN,sensor,sensor
VBZ,VB,is,is
VBN,VB,used,used
TO,TO,to,to
VB,VB,measure,measure
DT,DT,the,the
NN,NN,concentration,concentration
IN,IN,of,of
NN,NN,oxygen,oxygen
IN,IN,as,as
DT,DT,a,a
NN,NN,percentage,percentage
IN,IN,in,in
DT,DT,the,the
NN,NN,air,air
DT,DT,This,this
NN,NN,sensor,sensor
VBZ,VB,is,is
VBN,VB,modelled,modelled
IN,IN,after,after
DT,DT,the,the
NN,NN,concept,concept
IN,IN,of,of
DT,DT,the,the
JJ,JJ,electrochemical,electrochemical
NN,NN,cell,cell
IN,IN,in,in
DT,DT,the,the
JJ,JJ,original,original
NN,NN,work,work
DT,DT,This,this
NN,NN,sensor,sensor
VBZ,VB,is,is
JJ,JJ,adequate,adequate
IN,IN,for,for
VBG,VB,detecting,detecting
NN,NN,oxygen,oxygen
NNS,NN,levels,levels
IN,IN,in,in
DT,DT,the,the
NN,NN,environment,environment
DT,DT,This,this
VBZ,VB,works,works
IN,IN,on,on
DT,DT,an,an
JJ,JJ,organic,organic
NN,NN,reaction,reaction
NN,NN,module,module
PRP,PR,it,it
MD,MD,can,can
VB,VB,give,give
DT,DT,a,a
JJ,JJ,small,small
NN,NN,amount,amount
IN,IN,of,of
JJ,JJ,current,current
WRB,WR,when,when
VBN,VB,exposed,exposed
TO,TO,to,to
NN,NN,air,air
NN,NN,MQ-135,mq135
DT,DT,The,the
NNP,NN,MQ-135,mq135
NN,NN,gas,gas
NN,NN,sensor,sensor
VBD,VB,was,was
DT,DT,the,the
JJ,JJ,only,only
JJ,JJ,available,available
NN,NN,option,option
PRP,PR,we,we
VBP,VB,have,have
IN,IN,for,for
VBG,VB,measuring,measuring
DT,DT,the,the
NNP,NN,\rm,rm
NNP,NN,C,c
NNP,NN,O_2,o2
NNP,NN,CO2,co2
IN,IN,Within,within
DT,DT,the,the
JJ,JJ,sealed,sealed
NN,NN,environment,environment
PRP,PR,it,it
VBZ,VB,detects,detects
NNP,NN,\rm,rm
NNP,NN,C,c
NNP,NN,O_2,o2
NNP,NN,CO2,co2
DT,DT,This,this
NN,NN,gas,gas
NN,NN,sensor,sensor
VBZ,VB,requires,requires
DT,DT,a,a
NN,NN,voltage,voltage
NN,NN,range,range
IN,IN,of,of
CD,CD,2.5,25
TO,TO,to,to
CD,CD,5.0,50
NNP,NN,V.,v
DT,DT,The,the
NNP,NN,MQ-135,mq135
NN,NN,sensor,sensor
VBZ,VB,is,is
JJ,JJ,sensitive,sensitive
TO,TO,to,to
DT,DT,a,a
JJ,JJ,wide,wide
NN,NN,range,range
IN,IN,of,of
NNS,NN,gases,gases
CC,CC,and,and
VBZ,VB,is,is
RB,RB,particularly,particularly
JJ,JJ,sensitive,sensitive
TO,TO,to,to
NNP,NN,NH3,nh3
NNP,NN,NOx,nox
NN,NN,alcohol,alcohol
NNP,NN,Benzene,benzene
NN,NN,smoke,smoke
CC,CC,and,and
NNP,NN,CO2,co2
DT,DT,The,the
NN,NN,output,output
VBZ,VB,is,is
DT,DT,an,an
JJ,JJ,analogue,analogue
NN,NN,voltage,voltage
WDT,WD,that,that
MD,MD,can,can
VB,VB,be,be
VBN,VB,read,read
IN,IN,by,by
DT,DT,a,a
NN,NN,microcontroller,microcontroller
TO,TO,to,to
VB,VB,determine,determine
DT,DT,the,the
NN,NN,concentration,concentration
IN,IN,of,of
DT,DT,the,the
NN,NN,target,target
NN,NN,gas,gas
NNP,NN,CO,co
NN,NN,sensor,sensor
DT,DT,An,an
JJ,JJ,electrochemical,electrochemical
NN,NN,carbon,carbon
NN,NN,monoxide,monoxide
NNP,NN,CO,co
NN,NN,detector,detector
NN,NN,module,module
JJ,JJ,such,such
IN,IN,as,as
DT,DT,the,the
NNP,NN,ZE07-CIO,ze07cio
VBZ,VB,is,is
DT,DT,a,a
NN,NN,device,device
VBN,VB,used,used
TO,TO,to,to
VB,VB,detect,detect
DT,DT,the,the
NN,NN,presence,presence
IN,IN,of,of
NNP,NN,CO,co
NN,NN,gas,gas
IN,IN,in,in
DT,DT,the,the
NN,NN,air,air
PRP,PR,It,it
RB,RB,typically,typically
VBZ,VB,works,works
IN,IN,by,by
VBG,VB,using,using
DT,DT,an,an
JJ,JJ,electrochemical,electrochemical
NN,NN,cell,cell
TO,TO,to,to
VB,VB,measure,measure
DT,DT,the,the
NN,NN,concentration,concentration
IN,IN,of,of
NNP,NN,CO,co
NN,NN,gas,gas
IN,IN,in,in
DT,DT,the,the
NN,NN,air,air
DT,DT,The,the
NNP,NN,ZE07-CIO,ze07cio
RB,RB,specifically,specifically
VBZ,VB,is,is
DT,DT,a,a
NNP,NN,CO,co
NN,NN,sensor,sensor
NN,NN,module,module
WDT,WD,that,that
VBZ,VB,uses,uses
DT,DT,an,an
JJ,JJ,electrochemical,electrochemical
NN,NN,cell,cell
NN,NN,sensor,sensor
TO,TO,to,to
VB,VB,detect,detect
DT,DT,the,the
NN,NN,presence,presence
IN,IN,of,of
NNP,NN,CO,co
NN,NN,gas,gas
DT,DT,This,this
NN,NN,type,type
IN,IN,of,of
NN,NN,sensor,sensor
VBZ,VB,is,is
VBN,VB,known,known
IN,IN,for,for
PRP$,PR,its,its
JJ,JJ,high,high
NN,NN,accuracy,accuracy
CC,CC,and,and
NN,NN,stability,stability
VBG,VB,making,making
PRP,PR,it,it
JJ,JJ,suitable,suitable
IN,IN,for,for
NN,NN,use,use
IN,IN,in,in
DT,DT,a,a
JJ,JJ,wide,wide
NN,NN,range,range
IN,IN,of,of
NNS,NN,applications,applications
VBG,VB,including,including
NN,NN,home,home
NN,NN,safety,safety
JJ,JJ,industrial,industrial
NN,NN,process,process
NN,NN,control,control
CC,CC,and,and
JJ,JJ,automotive,automotive
NN,NN,exhaust,exhaust
NNS,NN,systems,systems
CD,CD,\rm,rm
NNP,NN,N,n
NNP,NN,H_3,h3
